"","state_to","state_from","net_flow","year","st_to","st_from"
"518","Hawaii","Minnesota",249,2005,"HI","MN"
"519","Hawaii","Mississippi",430,2005,"HI","MS"
"520","Missouri","Hawaii",258,2005,"MO","HI"
"521","Montana","Hawaii",118,2005,"MT","HI"
"522","Hawaii","Nebraska",314,2005,"HI","NE"
"523","Nevada","Hawaii",369,2005,"NV","HI"
"524","New Hampshire","Hawaii",235,2005,"NH","HI"
"525","Hawaii","New Jersey",1539,2005,"HI","NJ"
"526","New Mexico","Hawaii",675,2005,"NM","HI"
"527","Hawaii","New York",1365,2005,"HI","NY"
"528","North Carolina","Hawaii",749,2005,"NC","HI"
"529","Hawaii","North Dakota",51,2005,"HI","ND"
"530","Hawaii","Ohio",267,2005,"HI","OH"
"531","Oklahoma","Hawaii",695,2005,"OK","HI"
"532","Hawaii","Oregon",413,2005,"HI","OR"
"533","Hawaii","Pennsylvania",111,2005,"HI","PA"
"534","Hawaii","Puerto Rico",123,2005,"HI","PR"
"535","Rhode Island","Hawaii",218,2005,"RI","HI"
"536","Hawaii","South Carolina",334,2005,"HI","SC"
"537","South Dakota","Hawaii",330,2005,"SD","HI"
"538","Hawaii","Tennessee",338,2005,"HI","TN"
"539","Texas","Hawaii",183,2005,"TX","HI"
"540","Hawaii","Utah",903,2005,"HI","UT"
"541","Vermont","Hawaii",304,2005,"VT","HI"
"542","Virginia","Hawaii",2263,2005,"VA","HI"
"543","Washington","Hawaii",2987,2005,"WA","HI"
"544","West Virginia","Hawaii",13,2005,"WV","HI"
"545","Wisconsin","Hawaii",321,2005,"WI","HI"
"546","Wyoming","Hawaii",58,2005,"WY","HI"
"547","Idaho","Illinois",406,2005,"ID","IL"
"548","Idaho","Indiana",26,2005,"ID","IN"
"549","Idaho","Iowa",357,2005,"ID","IA"
"550","Idaho","Kansas",14,2005,"ID","KS"
"551","Idaho","Kentucky",50,2005,"ID","KY"
"552","Louisiana","Idaho",33,2005,"LA","ID"
"553","Maine","Idaho",35,2005,"ME","ID"
"554","Idaho","Maryland",980,2005,"ID","MD"
"555","Idaho","Massachusetts",307,2005,"ID","MA"
"556","Idaho","Michigan",84,2005,"ID","MI"
"557","Minnesota","Idaho",93,2005,"MN","ID"
"558","Idaho","Mississippi",81,2005,"ID","MS"
"559","Idaho","Missouri",883,2005,"ID","MO"
"560","Idaho","Montana",1138,2005,"ID","MT"
"561","Idaho","Nebraska",94,2005,"ID","NE"
"562","Idaho","Nevada",1877,2005,"ID","NV"
"563","Idaho","New Hampshire",0,2005,"ID","NH"
"564","Idaho","New Jersey",287,2005,"ID","NJ"
"565","Idaho","New Mexico",397,2005,"ID","NM"
"566","New York","Idaho",70,2005,"NY","ID"
"567","Idaho","North Carolina",147,2005,"ID","NC"
"568","Idaho","North Dakota",144,2005,"ID","ND"
"569","Idaho","Ohio",292,2005,"ID","OH"
"570","Oklahoma","Idaho",840,2005,"OK","ID"
"571","Oregon","Idaho",990,2005,"OR","ID"
"572","Idaho","Pennsylvania",526,2005,"ID","PA"
"573","Puerto Rico","Idaho",248,2005,"PR","ID"
"574","Idaho","Rhode Island",332,2005,"ID","RI"
"575","South Carolina","Idaho",104,2005,"SC","ID"
"576","South Dakota","Idaho",163,2005,"SD","ID"
"577","Idaho","Tennessee",284,2005,"ID","TN"
"578","Idaho","Texas",604,2005,"ID","TX"
"579","Idaho","Utah",2124,2005,"ID","UT"
"580","Idaho","Vermont",0,2005,"ID","VT"
"581","Virginia","Idaho",1091,2005,"VA","ID"
"582","Idaho","Washington",452,2005,"ID","WA"
"583","West Virginia","Idaho",65,2005,"WV","ID"
"584","Idaho","Wisconsin",318,2005,"ID","WI"
"585","Idaho","Wyoming",24,2005,"ID","WY"
"586","Indiana","Illinois",8393,2005,"IN","IL"
"587","Iowa","Illinois",898,2005,"IA","IL"
"588","Illinois","Kansas",932,2005,"IL","KS"
"589","Kentucky","Illinois",817,2005,"KY","IL"
"590","Illinois","Louisiana",1492,2005,"IL","LA"
"591","Maine","Illinois",18,2005,"ME","IL"
"592","Maryland","Illinois",708,2005,"MD","IL"
"593","Illinois","Massachusetts",1593,2005,"IL","MA"
"594","Illinois","Michigan",1791,2005,"IL","MI"
"595","Minnesota","Illinois",4431,2005,"MN","IL"
"596","Illinois","Mississippi",2386,2005,"IL","MS"
"597","Missouri","Illinois",1366,2005,"MO","IL"
"598","Montana","Illinois",484,2005,"MT","IL"
"599","Illinois","Nebraska",627,2005,"IL","NE"
"600","Illinois","Nevada",160,2005,"IL","NV"
"601","Illinois","New Hampshire",97,2005,"IL","NH"
"602","New Jersey","Illinois",1324,2005,"NJ","IL"
"603","New Mexico","Illinois",539,2005,"NM","IL"
"604","New York","Illinois",2425,2005,"NY","IL"
"605","North Carolina","Illinois",1766,2005,"NC","IL"
"606","Illinois","North Dakota",170,2005,"IL","ND"
"607","Ohio","Illinois",2516,2005,"OH","IL"
"608","Oklahoma","Illinois",4,2005,"OK","IL"
"609","Oregon","Illinois",1399,2005,"OR","IL"
"610","Illinois","Pennsylvania",68,2005,"IL","PA"
"611","Illinois","Puerto Rico",317,2005,"IL","PR"
"612","Illinois","Rhode Island",1827,2005,"IL","RI"
"613","South Carolina","Illinois",615,2005,"SC","IL"
"614","South Dakota","Illinois",225,2005,"SD","IL"
"615","Tennessee","Illinois",2162,2005,"TN","IL"
"616","Texas","Illinois",4429,2005,"TX","IL"
"617","Utah","Illinois",781,2005,"UT","IL"
"618","Vermont","Illinois",174,2005,"VT","IL"
"619","Virginia","Illinois",2851,2005,"VA","IL"
"620","Washington","Illinois",4789,2005,"WA","IL"
"621","Illinois","West Virginia",710,2005,"IL","WV"
"622","Wisconsin","Illinois",13683,2005,"WI","IL"
"623","Wyoming","Illinois",147,2005,"WY","IL"
"624","Indiana","Iowa",411,2005,"IN","IA"
"625","Indiana","Kansas",153,2005,"IN","KS"
"626","Kentucky","Indiana",454,2005,"KY","IN"
"627","Indiana","Louisiana",325,2005,"IN","LA"
"628","Indiana","Maine",83,2005,"IN","ME"
"629","Maryland","Indiana",92,2005,"MD","IN"
"630","Massachusetts","Indiana",818,2005,"MA","IN"
"631","Indiana","Michigan",1884,2005,"IN","MI"
"632","Minnesota","Indiana",1257,2005,"MN","IN"
"633","Indiana","Mississippi",51,2005,"IN","MS"
"634","Indiana","Missouri",893,2005,"IN","MO"
"635","Indiana","Montana",40,2005,"IN","MT"
"636","Nebraska","Indiana",1079,2005,"NE","IN"
"637","Nevada","Indiana",1042,2005,"NV","IN"
"638","New Hampshire","Indiana",185,2005,"NH","IN"
"639","Indiana","New Jersey",891,2005,"IN","NJ"
"640","Indiana","New Mexico",144,2005,"IN","NM"
"641","New York","Indiana",626,2005,"NY","IN"
"642","North Carolina","Indiana",2392,2005,"NC","IN"
"643","North Dakota","Indiana",123,2005,"ND","IN"
"644","Indiana","Ohio",171,2005,"IN","OH"
"645","Oklahoma","Indiana",396,2005,"OK","IN"
"646","Oregon","Indiana",698,2005,"OR","IN"
"647","Indiana","Pennsylvania",1745,2005,"IN","PA"
"648","Indiana","Puerto Rico",344,2005,"IN","PR"
"649","Rhode Island","Indiana",4,2005,"RI","IN"
"650","South Carolina","Indiana",602,2005,"SC","IN"
"651","Indiana","South Dakota",211,2005,"IN","SD"
"652","Tennessee","Indiana",2549,2005,"TN","IN"
"653","Indiana","Texas",918,2005,"IN","TX"
"654","Utah","Indiana",336,2005,"UT","IN"
"655","Vermont","Indiana",177,2005,"VT","IN"
"656","Indiana","Virginia",2065,2005,"IN","VA"
"657","Indiana","Washington",47,2005,"IN","WA"
"658","Indiana","West Virginia",267,2005,"IN","WV"
"659","Indiana","Wisconsin",472,2005,"IN","WI"
"660","Indiana","Wyoming",48,2005,"IN","WY"
"661","Iowa","Kansas",1395,2005,"IA","KS"
"662","Kentucky","Iowa",225,2005,"KY","IA"
"663","Iowa","Louisiana",153,2005,"IA","LA"
"664","Iowa","Maine",20,2005,"IA","ME"
"665","Maryland","Iowa",64,2005,"MD","IA"
"666","Iowa","Massachusetts",120,2005,"IA","MA"
"667","Michigan","Iowa",302,2005,"MI","IA"
"668","Minnesota","Iowa",2089,2005,"MN","IA"
"669","Mississippi","Iowa",696,2005,"MS","IA"
"670","Missouri","Iowa",327,2005,"MO","IA"
"671","Montana","Iowa",290,2005,"MT","IA"
"672","Iowa","Nebraska",1706,2005,"IA","NE"
"673","Iowa","Nevada",1878,2005,"IA","NV"
"674","Iowa","New Hampshire",1195,2005,"IA","NH"
"675","Iowa","New Jersey",51,2005,"IA","NJ"
"676","New Mexico","Iowa",175,2005,"NM","IA"
"677","New York","Iowa",825,2005,"NY","IA"
"678","Iowa","North Carolina",1419,2005,"IA","NC"
"679","Iowa","North Dakota",539,2005,"IA","ND"
"680","Ohio","Iowa",309,2005,"OH","IA"
"681","Oklahoma","Iowa",747,2005,"OK","IA"
"682","Oregon","Iowa",473,2005,"OR","IA"
"683","Iowa","Pennsylvania",317,2005,"IA","PA"
"684","Iowa","Puerto Rico",86,2005,"IA","PR"
"685","Iowa","Rhode Island",61,2005,"IA","RI"
"686","Iowa","South Carolina",193,2005,"IA","SC"
"687","Iowa","South Dakota",243,2005,"IA","SD"
"688","Tennessee","Iowa",478,2005,"TN","IA"
"689","Iowa","Texas",130,2005,"IA","TX"
"690","Iowa","Utah",490,2005,"IA","UT"
"691","Iowa","Vermont",214,2005,"IA","VT"
"692","Virginia","Iowa",1056,2005,"VA","IA"
"693","Washington","Iowa",1858,2005,"WA","IA"
"694","Iowa","West Virginia",196,2005,"IA","WV"
"695","Iowa","Wisconsin",2531,2005,"IA","WI"
"696","Iowa","Wyoming",338,2005,"IA","WY"
"697","Kansas","Kentucky",590,2005,"KS","KY"
"698","Louisiana","Kansas",457,2005,"LA","KS"
"699","Kansas","Maine",0,2005,"KS","ME"
"700","Maryland","Kansas",47,2005,"MD","KS"
"701","Massachusetts","Kansas",189,2005,"MA","KS"
"702","Kansas","Michigan",446,2005,"KS","MI"
"703","Kansas","Minnesota",470,2005,"KS","MN"
"704","Kansas","Mississippi",299,2005,"KS","MS"
"705","Missouri","Kansas",454,2005,"MO","KS"
"706","Montana","Kansas",332,2005,"MT","KS"
"707","Nebraska","Kansas",1180,2005,"NE","KS"
"708","Kansas","Nevada",449,2005,"KS","NV"
"709","New Hampshire","Kansas",151,2005,"NH","KS"
"710","Kansas","New Jersey",328,2005,"KS","NJ"
"711","New Mexico","Kansas",263,2005,"NM","KS"
"712","Kansas","New York",573,2005,"KS","NY"
"713","Kansas","North Carolina",907,2005,"KS","NC"
"714","North Dakota","Kansas",277,2005,"ND","KS"
"715","Kansas","Ohio",538,2005,"KS","OH"
"716","Kansas","Oklahoma",1443,2005,"KS","OK"
"717","Kansas","Oregon",193,2005,"KS","OR"
"718","Pennsylvania","Kansas",467,2005,"PA","KS"
"719","Kansas","Puerto Rico",0,2005,"KS","PR"
"720","Rhode Island","Kansas",59,2005,"RI","KS"
"721","Kansas","South Carolina",1176,2005,"KS","SC"
"722","South Dakota","Kansas",53,2005,"SD","KS"
"723","Kansas","Tennessee",1141,2005,"KS","TN"
"724","Texas","Kansas",4914,2005,"TX","KS"
"725","Utah","Kansas",568,2005,"UT","KS"
"726","Kansas","Vermont",0,2005,"KS","VT"
"727","Virginia","Kansas",710,2005,"VA","KS"
"728","Washington","Kansas",1291,2005,"WA","KS"
"729","Kansas","West Virginia",116,2005,"KS","WV"
"730","Wisconsin","Kansas",266,2005,"WI","KS"
"731","Kansas","Wyoming",710,2005,"KS","WY"
"732","Kentucky","Louisiana",1282,2005,"KY","LA"
"733","Maine","Kentucky",297,2005,"ME","KY"
"734","Maryland","Kentucky",646,2005,"MD","KY"
"735","Massachusetts","Kentucky",163,2005,"MA","KY"
"736","Kentucky","Michigan",313,2005,"KY","MI"
"737","Kentucky","Minnesota",787,2005,"KY","MN"
"738","Kentucky","Mississippi",921,2005,"KY","MS"
"739","Kentucky","Missouri",1037,2005,"KY","MO"
"740","Kentucky","Montana",195,2005,"KY","MT"
"741","Nebraska","Kentucky",950,2005,"NE","KY"
"742","Nevada","Kentucky",313,2005,"NV","KY"
"743","New Hampshire","Kentucky",203,2005,"NH","KY"
"744","Kentucky","New Jersey",482,2005,"KY","NJ"
"745","Kentucky","New Mexico",525,2005,"KY","NM"
"746","New York","Kentucky",9,2005,"NY","KY"
"747","North Carolina","Kentucky",274,2005,"NC","KY"
"748","Kentucky","North Dakota",72,2005,"KY","ND"
"749","Kentucky","Ohio",3234,2005,"KY","OH"
"750","Oklahoma","Kentucky",537,2005,"OK","KY"
"751","Oregon","Kentucky",632,2005,"OR","KY"
"752","Pennsylvania","Kentucky",179,2005,"PA","KY"
"753","Kentucky","Puerto Rico",0,2005,"KY","PR"
"754","Kentucky","Rhode Island",0,2005,"KY","RI"
"755","South Carolina","Kentucky",434,2005,"SC","KY"
"756","South Dakota","Kentucky",245,2005,"SD","KY"
"757","Tennessee","Kentucky",10,2005,"TN","KY"
"758","Kentucky","Texas",1851,2005,"KY","TX"
"759","Utah","Kentucky",279,2005,"UT","KY"
"760","Vermont","Kentucky",12,2005,"VT","KY"
"761","Virginia","Kentucky",1031,2005,"VA","KY"
"762","Kentucky","Washington",250,2005,"KY","WA"
"763","Kentucky","West Virginia",2759,2005,"KY","WV"
"764","Kentucky","Wisconsin",136,2005,"KY","WI"
"765","Wyoming","Kentucky",37,2005,"WY","KY"
"766","Louisiana","Maine",176,2005,"LA","ME"
"767","Maryland","Louisiana",111,2005,"MD","LA"
"768","Louisiana","Massachusetts",54,2005,"LA","MA"
"769","Michigan","Louisiana",937,2005,"MI","LA"
"770","Minnesota","Louisiana",967,2005,"MN","LA"
"771","Mississippi","Louisiana",5873,2005,"MS","LA"
"772","Missouri","Louisiana",2232,2005,"MO","LA"
"773","Montana","Louisiana",238,2005,"MT","LA"
"774","Nebraska","Louisiana",244,2005,"NE","LA"
"775","Louisiana","Nevada",103,2005,"LA","NV"
"776","New Hampshire","Louisiana",182,2005,"NH","LA"
"777","New Jersey","Louisiana",1048,2005,"NJ","LA"
"778","New Mexico","Louisiana",14,2005,"NM","LA"
"779","New York","Louisiana",758,2005,"NY","LA"
"780","Louisiana","North Carolina",917,2005,"LA","NC"
"781","North Dakota","Louisiana",481,2005,"ND","LA"
"782","Louisiana","Ohio",541,2005,"LA","OH"
"783","Oklahoma","Louisiana",658,2005,"OK","LA"
"784","Oregon","Louisiana",218,2005,"OR","LA"
"785","Pennsylvania","Louisiana",1405,2005,"PA","LA"
"786","Puerto Rico","Louisiana",40,2005,"PR","LA"
"787","Rhode Island","Louisiana",132,2005,"RI","LA"
"788","South Carolina","Louisiana",2232,2005,"SC","LA"
"789","Louisiana","South Dakota",91,2005,"LA","SD"
"790","Tennessee","Louisiana",6263,2005,"TN","LA"
"791","Texas","Louisiana",56194,2005,"TX","LA"
"792","Utah","Louisiana",163,2005,"UT","LA"
"793","Louisiana","Vermont",37,2005,"LA","VT"
"794","Virginia","Louisiana",704,2005,"VA","LA"
"795","Washington","Louisiana",617,2005,"WA","LA"
"796","West Virginia","Louisiana",108,2005,"WV","LA"
"797","Wisconsin","Louisiana",896,2005,"WI","LA"
"798","Wyoming","Louisiana",101,2005,"WY","LA"
"799","Maryland","Maine",388,2005,"MD","ME"
"800","Massachusetts","Maine",886,2005,"MA","ME"
"801","Maine","Michigan",267,2005,"ME","MI"
"802","Maine","Minnesota",23,2005,"ME","MN"
"803","Mississippi","Maine",253,2005,"MS","ME"
"804","Missouri","Maine",128,2005,"MO","ME"
"805","Maine","Montana",29,2005,"ME","MT"
"806","Nebraska","Maine",75,2005,"NE","ME"
"807","Nevada","Maine",90,2005,"NV","ME"
"808","Maine","New Hampshire",302,2005,"ME","NH"
"809","Maine","New Jersey",596,2005,"ME","NJ"
"810","Maine","New Mexico",60,2005,"ME","NM"
"811","Maine","New York",1347,2005,"ME","NY"
"812","North Carolina","Maine",1,2005,"NC","ME"
"813","Maine","North Dakota",0,2005,"ME","ND"
"814","Maine","Ohio",915,2005,"ME","OH"
"815","Oklahoma","Maine",38,2005,"OK","ME"
"816","Oregon","Maine",405,2005,"OR","ME"
"817","Pennsylvania","Maine",512,2005,"PA","ME"
"818","Maine","Puerto Rico",0,2005,"ME","PR"
"819","Rhode Island","Maine",342,2005,"RI","ME"
"820","Maine","South Carolina",75,2005,"ME","SC"
"821","Maine","South Dakota",68,2005,"ME","SD"
"822","Maine","Tennessee",39,2005,"ME","TN"
"823","Texas","Maine",492,2005,"TX","ME"
"824","Utah","Maine",47,2005,"UT","ME"
"825","Maine","Vermont",5,2005,"ME","VT"
"826","Virginia","Maine",978,2005,"VA","ME"
"827","Washington","Maine",362,2005,"WA","ME"
"828","Maine","West Virginia",52,2005,"ME","WV"
"829","Maine","Wisconsin",58,2005,"ME","WI"
"830","Maine","Wyoming",0,2005,"ME","WY"
"831","Maryland","Massachusetts",345,2005,"MD","MA"
"832","Maryland","Michigan",712,2005,"MD","MI"
"833","Maryland","Minnesota",1390,2005,"MD","MN"
"834","Maryland","Mississippi",54,2005,"MD","MS"
"835","Maryland","Missouri",410,2005,"MD","MO"
"836","Maryland","Montana",0,2005,"MD","MT"
"837","Maryland","Nebraska",697,2005,"MD","NE"
"838","Maryland","Nevada",1,2005,"MD","NV"
"839","Maryland","New Hampshire",296,2005,"MD","NH"
"840","Maryland","New Jersey",542,2005,"MD","NJ"
"841","Maryland","New Mexico",1040,2005,"MD","NM"
"842","Maryland","New York",6099,2005,"MD","NY"
"843","North Carolina","Maryland",4992,2005,"NC","MD"
"844","Maryland","North Dakota",10,2005,"MD","ND"
"845","Ohio","Maryland",308,2005,"OH","MD"
"846","Oklahoma","Maryland",1337,2005,"OK","MD"
"847","Oregon","Maryland",884,2005,"OR","MD"
"848","Pennsylvania","Maryland",8449,2005,"PA","MD"
"849","Maryland","Puerto Rico",1987,2005,"MD","PR"
"850","Maryland","Rhode Island",79,2005,"MD","RI"
"851","South Carolina","Maryland",4798,2005,"SC","MD"
"852","South Dakota","Maryland",411,2005,"SD","MD"
"853","Tennessee","Maryland",798,2005,"TN","MD"
"854","Maryland","Texas",513,2005,"MD","TX"
"855","Maryland","Utah",399,2005,"MD","UT"
"856","Vermont","Maryland",48,2005,"VT","MD"
"857","Maryland","Virginia",1292,2005,"MD","VA"
"858","Maryland","Washington",645,2005,"MD","WA"
"859","West Virginia","Maryland",883,2005,"WV","MD"
"860","Maryland","Wisconsin",1040,2005,"MD","WI"
"861","Maryland","Wyoming",58,2005,"MD","WY"
"862","Massachusetts","Michigan",1124,2005,"MA","MI"
"863","Massachusetts","Minnesota",265,2005,"MA","MN"
"864","Massachusetts","Mississippi",4,2005,"MA","MS"
"865","Massachusetts","Missouri",53,2005,"MA","MO"
"866","Massachusetts","Montana",374,2005,"MA","MT"
"867","Nebraska","Massachusetts",497,2005,"NE","MA"
"868","Massachusetts","Nevada",381,2005,"MA","NV"
"869","New Hampshire","Massachusetts",6824,2005,"NH","MA"
"870","New Jersey","Massachusetts",34,2005,"NJ","MA"
"871","Massachusetts","New Mexico",157,2005,"MA","NM"
"872","New York","Massachusetts",894,2005,"NY","MA"
"873","North Carolina","Massachusetts",4354,2005,"NC","MA"
"874","Massachusetts","North Dakota",666,2005,"MA","ND"
"875","Ohio","Massachusetts",586,2005,"OH","MA"
"876","Oklahoma","Massachusetts",380,2005,"OK","MA"
"877","Massachusetts","Oregon",786,2005,"MA","OR"
"878","Pennsylvania","Massachusetts",1896,2005,"PA","MA"
"879","Massachusetts","Puerto Rico",951,2005,"MA","PR"
"880","Massachusetts","Rhode Island",347,2005,"MA","RI"
"881","South Carolina","Massachusetts",3210,2005,"SC","MA"
"882","Massachusetts","South Dakota",29,2005,"MA","SD"
"883","Tennessee","Massachusetts",1082,2005,"TN","MA"
"884","Texas","Massachusetts",987,2005,"TX","MA"
"885","Massachusetts","Utah",190,2005,"MA","UT"
"886","Vermont","Massachusetts",569,2005,"VT","MA"
"887","Virginia","Massachusetts",1995,2005,"VA","MA"
"888","Washington","Massachusetts",2618,2005,"WA","MA"
"889","West Virginia","Massachusetts",352,2005,"WV","MA"
"890","Wisconsin","Massachusetts",340,2005,"WI","MA"
"891","Wyoming","Massachusetts",60,2005,"WY","MA"
"892","Minnesota","Michigan",2015,2005,"MN","MI"
"893","Michigan","Mississippi",18,2005,"MI","MS"
"894","Michigan","Missouri",48,2005,"MI","MO"
"895","Montana","Michigan",617,2005,"MT","MI"
"896","Nebraska","Michigan",543,2005,"NE","MI"
"897","Nevada","Michigan",768,2005,"NV","MI"
"898","Michigan","New Hampshire",44,2005,"MI","NH"
"899","New Jersey","Michigan",2000,2005,"NJ","MI"
"900","Michigan","New Mexico",20,2005,"MI","NM"
"901","New York","Michigan",1588,2005,"NY","MI"
"902","Michigan","North Carolina",1236,2005,"MI","NC"
"903","North Dakota","Michigan",521,2005,"ND","MI"
"904","Ohio","Michigan",1229,2005,"OH","MI"
"905","Oklahoma","Michigan",1698,2005,"OK","MI"
"906","Michigan","Oregon",1457,2005,"MI","OR"
"907","Pennsylvania","Michigan",405,2005,"PA","MI"
"908","Michigan","Puerto Rico",417,2005,"MI","PR"
"909","Michigan","Rhode Island",60,2005,"MI","RI"
"910","South Carolina","Michigan",129,2005,"SC","MI"
"911","South Dakota","Michigan",328,2005,"SD","MI"
"912","Tennessee","Michigan",2608,2005,"TN","MI"
"913","Texas","Michigan",10869,2005,"TX","MI"
"914","Utah","Michigan",152,2005,"UT","MI"
"915","Michigan","Vermont",105,2005,"MI","VT"
"916","Michigan","Virginia",164,2005,"MI","VA"
"917","Washington","Michigan",3,2005,"WA","MI"
"918","Michigan","West Virginia",6,2005,"MI","WV"
"919","Wisconsin","Michigan",1207,2005,"WI","MI"
"920","Michigan","Wyoming",6,2005,"MI","WY"
"921","Mississippi","Minnesota",59,2005,"MS","MN"
"922","Missouri","Minnesota",166,2005,"MO","MN"
"923","Montana","Minnesota",125,2005,"MT","MN"
"924","Minnesota","Nebraska",266,2005,"MN","NE"
"925","Nevada","Minnesota",1340,2005,"NV","MN"
"926","New Hampshire","Minnesota",23,2005,"NH","MN"
"927","New Jersey","Minnesota",1840,2005,"NJ","MN"
"928","New Mexico","Minnesota",581,2005,"NM","MN"
"929","Minnesota","New York",270,2005,"MN","NY"
"930","North Carolina","Minnesota",188,2005,"NC","MN"
"931","Minnesota","North Dakota",1123,2005,"MN","ND"
"932","Minnesota","Ohio",307,2005,"MN","OH"
"933","Minnesota","Oklahoma",647,2005,"MN","OK"
"934","Minnesota","Oregon",96,2005,"MN","OR"
"935","Minnesota","Pennsylvania",373,2005,"MN","PA"
"936","Puerto Rico","Minnesota",113,2005,"PR","MN"
"937","Minnesota","Rhode Island",85,2005,"MN","RI"
